0	0	0	-1
1	0	0	-1
2	0	0	-1
3	0	0	-1
4	0	0	1
5	0	0	1
6	0	0	1
7	0	0	1
8	0	0	1
9	0	0	1
9	1	0	1
9	2	0	1
9	3	0	1
9	4	0	-1
9	5	0	-1
9	6	0	-1
9	7	0	-1
9	8	0	-1
9	9	0	-1
9	10	0	-1
9	11	0	-1
9	12	0	-1
9	13	0	-1
9	14	0	-1
9	15	0	-1
9	16	0	-1
9	17	0	-1
9	18	0	-1
9	19	0	-1
9	20	0	-1
9	21	0	-1
9	22	0	-1
9	23	0	1
9	24	0	1
9	25	0	1
8	25	0	-1
8	26	0	-1
7	26	0	-1
6	26	0	-1
5	26	0	-1
4	26	0	-1
3	26	0	-1
2	26	0	-1
1	26	0	-1
0	26	0	-1
-1	26	0	-1
-2	26	0	-1
-3	26	0	1
-4	26	0	1
-5	26	0	1
-6	26	0	1
-7	26	0	1
-8	26	0	1
-9	26	0	1
-10	26	0	1
-10	27	0	1
-10	28	0	1
-10	29	0	1
-10	30	0	1
-10	30	1	1
-10	30	2	-1
-10	31	2	-1
-10	31	3	-1
-10	31	4	-1
-10	31	5	-1
-10	31	6	-1
-10	31	7	-1
-10	31	8	-1
-10	31	9	1
-10	31	10	1
-10	31	11	1
-10	31	12	1
-10	31	13	1
-10	31	14	1
-10	31	15	1
-10	31	16	1
-10	31	17	1
-10	31	18	1
-10	31	19	1
-10	31	20	1
-10	31	21	1
-10	31	22	-1
-10	31	23	-1
-10	31	24	-1
-10	31	25	-1
-10	31	26	-1
-10	31	27	-1
-10	31	28	-1
-10	31	29	1
-10	31	30	-1
-10	31	31	-1
-10	31	32	-1
-10	31	33	-1
-10	31	34	1
-10	31	35	1
-10	31	36	1
-10	31	37	-1
-10	31	38	1
-10	31	39	1
-10	31	40	1
-10	31	41	1
-10	31	42	1
-10	31	43	1
-10	31	44	1
-10	31	45	1
-10	31	46	1
-10	31	47	1
-10	31	48	1
-10	31	49	-1
-10	31	50	-1
-10	31	51	-1
-10	31	52	-1
-10	31	53	-1
-10	31	54	-1
-10	31	55	-1
-10	31	56	-1
-10	31	57	-1
-10	31	58	-1
-10	31	59	-1
-10	31	60	-1
-10	31	61	-1
-9	31	61	-1
-8	31	61	-1
-7	31	61	-1
-6	31	61	1
-5	31	61	1
-4	31	61	1
-3	31	61	1
-2	31	61	1
-1	31	61	1
0	31	61	1
1	31	61	1
2	31	61	-1
3	31	61	-1
4	31	61	-1
5	31	61	-1
6	31	61	-1
7	31	61	-1
8	31	61	-1
9	31	61	-1
10	31	61	-1
11	31	61	-1
12	31	61	-1
13	31	61	-1
14	31	61	-1
15	31	61	-1
16	31	61	1
17	31	61	1
18	31	61	1
19	31	61	1
20	31	61	1
21	31	61	1
22	31	61	-1
23	31	61	1
23	32	61	1
23	33	61	1
24	33	61	1
24	34	61	1
24	35	61	1
24	36	61	1
24	37	61	1
24	38	61	1
24	39	61	1
24	40	61	1
24	41	61	-1
24	42	61	-1
24	43	61	-1
24	44	61	-1
24	45	61	-1
24	46	61	-1
24	47	61	-1
24	48	61	-1
24	49	61	-1
24	50	61	-1
24	51	61	-1
24	52	61	1
24	53	61	1
24	54	61	-1
24	55	61	-1
24	56	61	-1
24	57	61	-1
24	58	61	-1
24	59	61	-1
24	60	61	-1
24	61	61	-1
24	62	61	-1
24	63	61	-1
24	64	61	-1
24	65	61	-1
24	66	61	-1
24	67	61	-1
24	68	61	-1
24	69	61	1
24	70	61	1
24	71	61	1
24	72	61	-1
24	73	61	-1
24	74	61	-1
24	75	61	-1
24	76	61	-1
