-1.0	-0.7934979731171324	1.0
-0.7142857142857143	-0.7415124279923191	1.0
-1.0	-0.7898775869426072	1.0
-0.7142857142857143	-0.7864438873479838	1.0
-0.7142857142857143	-0.7137561339876253	1.0
-1.0	-0.7857904843183272	1.0
-0.14285714285714285	-0.7263974823981224	1.0
-0.7142857142857143	-0.6852797631747386	1.0
-0.7142857142857143	-0.8179672498399828	1.0
-1.0	-0.6495892895242158	1.0
-1.0	-0.6620306165991039	1.0
-1.0	-0.7240105611265201	1.0
-1.0	-0.6509094303392361	1.0
-0.7142857142857143	-0.6700914764241519	1.0
-1.0	-0.6934473010454447	1.0
-1.0	-0.6863732131427351	1.0
-1.0	-0.7496399615959035	1.0
-0.7142857142857143	-0.7531936739918924	1.0
-1.0	-0.7537937379987197	1.0
-1.0	-0.7900442713889481	1.0
-1.0	-0.6999546618305952	1.0
-0.7142857142857143	-0.6659377000213356	1.0
-0.7142857142857143	-0.6538164070834221	1.0
-1.0	-0.7528203008320887	1.0
-1.0	-0.657296778323021	1.0
-0.7142857142857143	-0.6476490825688073	1.0
-1.0	-0.6732651482824834	1.0
-0.7142857142857143	-0.7509401002773629	1.0
-1.0	-0.6879867185833155	1.0
-0.7142857142857143	-0.6966409750373372	1.0
-0.7142857142857143	-0.7387454661830595	1.0
-0.42857142857142855	-0.7970916897802431	1.0
-0.42857142857142855	-0.7681419351397482	1.0
-0.42857142857142855	-0.8145735545124813	1.0
-0.42857142857142855	-0.850577394922125	1.0
-0.14285714285714285	-0.789624226584169	1.0
-0.7142857142857143	-0.7205901962876039	1.0
-0.7142857142857143	-0.7546738318754	1.0
-1.0	-0.6563433432899508	1.0
-0.42857142857142855	-0.6144988798805204	1.0
-1.0	-0.6746786323874546	1.0
-0.7142857142857143	-0.7278776402816299	1.0
-1.0	-0.7280909963729464	1.0
-1.0	-0.6996212929379133	1.0
-1.0	-0.676512161297205	1.0
-0.14285714285714285	-0.7061286537230637	1.0
-0.42857142857142855	-0.7225570727544272	1.0
-1.0	-0.8273149135907829	1.0
-0.7142857142857143	-0.8040857691487092	1.0
-1.0	-0.891635107744826	1.0
-0.7142857142857143	-0.4478277682952847	1.0
-0.42857142857142855	0.1360745146148925	1.0
-0.7142857142857143	0.5141548431832729	1.0
-1.0	0.32124759974397255	1.0
-0.7142857142857143	-0.19758107531470026	1.0
-0.7142857142857143	-0.5918631320674205	1.0
-1.0	-0.7449127906976744	1.0
-0.42857142857142855	-0.9704101770855559	1.0
-0.42857142857142855	-0.889008160870493	1.0
-0.42857142857142855	-0.22971783656923395	1.0
-0.7142857142857143	0.3840943033923626	1.0
-0.14285714285714285	0.49019228717729896	1.0
-0.7142857142857143	-0.7342649882654149	1.0
-0.14285714285714285	-0.8414430872626413	1.0
-0.14285714285714285	-0.8524775976104118	1.0
-1.0	-0.8179605824621293	1.0
-1.0	0.5944500746746326	1.0
-0.7142857142857143	1.0	1.0
-1.0	0.6195127480264571	1.0
-1.0	-1.0	1.0
-0.7142857142857143	-0.9356931406016641	1.0
-0.7142857142857143	-0.8058392895242158	1.0
-0.7142857142857143	-0.8894415404309793	1.0
-1.0	-0.9373199807979518	1.0
-0.42857142857142855	-0.9692300512054619	1.0
0.14285714285714285	-0.8419631427352251	1.0
-0.7142857142857143	-0.6847530403243012	1.0
-0.42857142857142855	-0.8153536377213569	1.0
-0.7142857142857143	-0.780549925325368	1.0
-0.7142857142857143	-0.8560846490292298	1.0
-1.0	-0.8484438340089608	1.0
-1.0	-0.8039790911030509	1.0
-1.0	-0.848110465116279	1.0
-1.0	-0.7161497226370812	1.0
-1.0	-0.8349890655003199	1.0
-1.0	0.016728451034777048	1.0
-1.0	0.49640628333688963	1.0
-1.0	0.09309659697034367	1.0
-0.14285714285714285	-0.4691233731598035	1.0
-1.0	-0.8163670791551099	1.0
-0.7142857142857143	0.1380947301045447	1.0
-0.42857142857142855	0.19857451461489228	1.0
-0.7142857142857143	0.22245706208662314	1.0
-0.14285714285714285	-0.40350304032430107	1.0
-1.0	-0.9090236291871132	1.0
-1.0	-0.7194300725410709	1.0
-0.14285714285714285	-0.8907016748453168	1.0
-1.0	-0.8065393641988479	1.0
-1.0	-0.8388361425218689	1.0
-1.0	-0.7268775336035843	1.0
-1.0	-0.732864838916151	1.0
